Word,SUBTLWF,LgSUBTLWF,MorphSp,POS,
rapture,0.86,1.65,{^rapt^}>ure>,NN,
raptures,0.08,0.7,{^rapt^}>ure>>s>,NN,
rapturous,0.06,0.6,{^rapt^}>ure>>ous>,JJ,
Rapunzel,NULL,NULL,{^rapunzel^},NULL,
rare,21.31,3.04,{^rare^},JJ,
rarebit,NULL,NULL,{^rarebit^},NN,
rarefaction,NULL,NULL,{^rare^}>ifaction>,NN,
rarefy,NULL,NULL,{^rare^}>ify>,VB,
rarely,6.71,2.54,{^rare^}>ly>,RB,
rarer,0.2,1.04,{^rare^}>er>,JJ,
rarified,0.04,0.48,{^rare^}>ify>>ed>,NULL,
rarity,0.39,1.32,{^rare^}>ity>,NN,
rascal,3.94,2.31,{^rascal^},NN,
rascals,0.86,1.65,{^rascal^}>s>,NN,
rash,8.04,2.61,{^rash^},NN,
rasp,0.1,0.78,{^rasp^},NN|VB,
raspberry,1.88,1.99,{^rasp^>berry>},NN|JJ,
rasped,NULL,NULL,{^rasp^}>ed>,VB,
rasping,0.06,0.6,{^rasp^}>ing>,JJ|VB,
rasps,0.02,0.3,{^rasp^}>s>,VB|NN,
rat,32.61,3.22,{^rat^},NN,
ratchet,0.75,1.59,{^ratchet^},NN|VB,
rate,24.92,3.1,{^rate^},NN|VB,
rateable,NULL,NULL,{^rate^}>able>,JJ,
rated,1.43,1.87,{^rate^}>ed>,VB,
ratepayer,NULL,NULL,{^rate^}{^pay^}>er>,NN,
rates,4.1,2.32,{^rate^}>s>,NN|VB,
rather,114.22,3.77,{^rather^},RB|minor,
ratification,0.1,0.78,{^rat^>ify>}>ic>>ation>,NN,
ratified,0.27,1.18,{^rat^>ify>}>ed>,VB,
ratify,0.12,0.85,{^rat^>ify>},VB,
rating,2.2,2.05,{^rate^}>ing>,NN|VB,
ratings,4,2.31,{^rate^}>ing>>s>,NN,
ratio,3.22,2.22,{^ratio^},NN,
ration,1.29,1.83,{^ration^},NN,
rational,5.02,2.41,{^ration^>al>},JJ,
rationale,0.37,1.3,{^ration^>ale>},NN,
rationalist,0.06,0.6,{^ration^>ale>}>ist>,JJ,
rationalism,NULL,NULL,{^ration^>ale>}>ism>,NN,
rationalistic,NULL,NULL,{^ration^>ale>}>ist>>ic>,JJ,
rationality,0.2,1.04,{^ration^>ale>}>ity>,NN,
rationalization,0.29,1.2,{^ration^>ale>}>ise>>ation>,NN,
rationalizations,0.08,0.7,{^ration^>ale>}>ise>>ation>>s>,NN,
rationalize,0.61,1.51,{^ration^>ale>}>ise>,VB,
rationalized,0.12,0.85,{^ration^>ale>}>ise>>ed>,JJ,
rationally,1.14,1.77,{^rational^}>ly>,RB,
rationed,0.33,1.26,{^ration^}>ed>,VB,
rationing,0.57,1.48,{^ration^}>ing>,VB|NN,
rations,1.86,1.98,{^ration^}>s>,NN,
ratios,0.27,1.18,{^ratio^}>s>,NN,
rats,16.63,2.93,{^rat^}>s>,NN|VB|minor,
rat's,NULL,NULL,{^rat^}>'s>,encl,
rattail,0.02,0.3,{^rat^}{^tail^},NN,
rattan,0.08,0.7,{^rattan^},NN,
rattle,3.37,2.24,{^rattle^},NN|VB,
rattlebrained,0.04,0.48,{^rattle^}{^brain^}>ed>,JJ,
rattled,1.16,1.78,{^rattle^}>ed>,VB,
rattler,0.49,1.42,{^rattle^}>er>,NN,
rattlers,0.24,1.11,{^rattle^}>er>>s>,NN,
rattles,0.76,1.6,{^rattle^}>s>,VB|NN,
rattlesnake,1.69,1.94,{^rattle^}{^snake^},NN,
rattlesnakes,0.65,1.53,{^rattle^}{^snake^}>s>,NN,
rattletrap,NULL,NULL,{^rattle^}{^trap^},NN,
rattling,2.82,2.16,{^rattle^}>ing>,VB|NN,
ratty,0.71,1.57,{^rat^}>y>,JJ|NN,
raucous,0.31,1.23,{^raucous^},JJ,
raucously,NULL,NULL,{^raucous^}>ly>,RB,
raunchy,0.35,1.28,{^raunch^>y>},JJ,
ravage,0.53,1.45,{^ravage^},VB,
ravages,0.2,1.04,{^ravage^}>s>,NN|VB,
rave,2.53,2.11,{^rave^},VB,
ravel,0.41,1.34,{^ravel^},NN,
raven,3.12,2.2,{^raven^},NN|JJ,
ravenous,0.51,1.43,{^raven^}>ous>,JJ,
ravine,1.84,1.98,{^ravine^},NN,
ravines,0.06,0.6,{^ravine^}>s>,NN,
raving,3.16,2.21,{^rave^}>ing>,VB|JJ|NN,
ravioli,0.69,1.56,{^ravioli^},NN,
ravish,0.29,1.2,{^ravish^},VB,
raw,10.18,2.72,{^raw^},JJ|NN,
ravishing,1.55,1.9,{^ravish^}>ing>,VB|NN|JJ,
rawhide,1.1,1.76,{^raw^}{^hide^},NN,
Rawlings,NULL,NULL,{^rawlings^},NN,
ray,97.37,3.7,{^ray^},NN,
Raymond,NULL,NULL,{^raymond^},NN,
rayon,0.31,1.23,{^rayon^},NN,
rays,4.33,2.35,{^ray^}>s>,NN,
raze,0.16,0.95,{^raze^},VB,
razing,0.06,0.6,{^raze^}>ing>,VB,
razor,6.88,2.55,{^raz^>or>},NN,
razorback,0.1,0.78,{^raz^>or>}{^back^},NN,
razzle,0.16,0.95,{^razzle^},NN,
reach,56.92,3.46,{^reach^},VB|NN,
reached,24.73,3.1,{^reach^}>ed>,VB,
reaches,5.24,2.43,{^reach^}>s>,VB|NN,
reaching,8.08,2.62,{^reach^}>ing>,VB,
reacquainted,0.35,1.28,<re<{^acquaint^}>ed>,VB|JJ,
react,7.55,2.59,{<re<^act^},VB,
reactants,0.02,0.3,{<re<^act^}>ant>>s>,NN,
reacted,1.73,1.95,{<re<^act^}>ed>,VB,
reacting,1.59,1.91,{<re<^act^}>ing>,VB,
reaction,16.27,2.92,{<re<^act^}>ion>,NN,
reactionaries,0.06,0.6,{<re<^act^}>ion>>ary>>s>,NN,
reactionary,0.33,1.26,{<re<^act^}>ion>>ary>,JJ|NN,
reactions,2.29,2.07,{<re<^act^}>ion>>s>,NN,
reactivate,0.37,1.3,<re<{^act^}>ive>>ate>,VB,
reactivated,0.35,1.28,<re<{^act^}>ive>>ate>>ed>,VB|JJ,
reactive,0.76,1.6,{<re<^act^}>ive>,JJ,
reactivity,NULL,NULL,{<re<^act^}>ive>>ity>,NN,
reactor,4,2.31,{<re<^act^}>or>,NN,
reactors,1.43,1.87,{<re<^act^}>or>>s>,NN,
reacts,0.88,1.66,{<re<^act^}>s>,VB,
read,241.22,4.09,{^read^},VB|NN,
readable,0.18,1,{^read^}>able>,JJ,
readapting,NULL,NULL,<re<{^adapt^}>ing>,VB|NN|JJ,
readdress,0.02,0.3,<re<{^address^},VB,
reader,5.45,2.45,{^read^}>er>,NN,
readers,3.35,2.24,{^read^}>er>>s>,NN,
reader's,NULL,NULL,{^read^}>er>>'s>,encl,
readily,1.12,1.76,{^ready^}>ly>,RB,
readiness,1.18,1.79,{^ready^}>ness>,NN,
readership,0.22,1.08,{^read^}>er>>ship>,NN,
reading,61.43,3.5,{^read^}>ing>,NN|VB,
readings,2.76,2.15,{^read^}>ing>>s>,NN,
readjust,0.25,1.15,<re<{^adjust^},VB,
readjusted,0.14,0.9,<re<{^adjust^}>ed>,VB|JJ,
readjustment,0.25,1.15,<re<{^adjust^}>ment>,NN,
readout,0.69,1.56,{^read^}{^out^},NN,
reads,8.73,2.65,{^read^}>s>,VB|NN,
read's,NULL,NULL,{^read^}>'s>,encl,
ready,387.8,4.3,{^ready^},JJ|VB|RB,
readying,0.24,1.11,{^ready^}>ing>,VB|NN,
reaffirm,0.14,0.9,<re<{<af<^firm^},VB,
reaffirmation,0.04,0.48,<re<{<af<^firm^}>ation>,NN,
reaffirmed,0.1,0.78,<re<{<af<^firm^}>ed>,VB,
reaffirms,0.22,1.08,<re<{<af<^firm^}>s>,VB,
reafforest,NULL,NULL,<re<<a<{^forest^},VB,
reagent,0.24,1.11,{<re<^agent^},NN,
reagents,0.04,0.48,{<re<^agent^}>s>,NN,
real,442.8,4.35,{^real^},JJ,
realign,0.27,1.18,<re<{<a<^lign^},VB,
realigning,0.06,0.6,<re<{<a<^lign^}>ing>,VB|NN,
realignment,0.04,0.48,<re<{<a<^lign^}>ment>,NN,
realism,0.71,1.57,{^real^}>ism>,NN,
realist,0.88,1.66,{^real^}>ist>,NN,
realistic,4.61,2.37,{^real^}>ist>>ic>,JJ,
realistically,0.49,1.42,{^real^}>ist>>ic>>ally>,RB,
realities,1.92,2,{^real^}>ity>>s>,NN,
reality,30.25,3.19,{^real^}>ity>,NN,
realization,1.06,1.74,{^real^>ize>}>ation>,NN,
realize,79.06,3.61,{^real^>ize>},VB,
realized,35.96,3.26,{^real^>ize>}>ed>,VB,
realizes,2.63,2.13,{^real^>ize>}>s>,VB,
realizing,2.67,2.14,{^real^>ize>}>ing>,VB,
really,1500.16,4.88,{^real^}>y>,RB,
realm,4.67,2.38,{^realm^},NN,
realms,0.63,1.52,{^realm^}>s>,NN,
realness,0.02,0.3,{^real^}{^ness^},NN,
realtor,1.8,1.97,{^realtor^},NN,
realtors,0.27,1.18,{^realtor^}>s>,NN,
realtor's,NULL,NULL,{^realtor^}>'s>,NULL,
realty,0.49,1.42,{^realty^},NN,
ream,0.22,1.08,{^ream^},NN,
reams,0.2,1.04,{^ream^}>s>,NN,
reanimate,0.08,0.7,<re<{^anim^>ate>},VB,
reap,2.59,2.12,{^reap^},VB,
reaped,0.24,1.11,{^reap^}>ed>,VB,
reaper,3.1,2.2,{^reap^}>er>,NN,
reaping,0.39,1.32,{^reap^}>ing>,VB,
reappear,0.33,1.26,<re<{^appear^},VB|JJ,
reappearance,0.16,0.95,<re<{^appear^}>ance>,NN,
reappeared,0.45,1.38,<re<{^appear^}>ed>,VB,
reappearing,0.06,0.6,<re<{^appear^}>ing>,VB,
reappears,0.16,0.95,<re<{^appear^}>s>,VB,
reapportioned,NULL,NULL,<re<<a<{^portion^}>ed>,VB|JJ,
reapportionment,0.02,0.3,<re<<a<{^portion^}>ment>,NN,
reappraisal,0.08,0.7,<re<{<ap<^praise^}>al>,NN,
reappraisals,NULL,NULL,<re<{<ap<^praise^}>al>>s>,NN,
rear,12.43,2.8,{^rear^},JJ|NN|VB,
reared,0.41,1.34,{^rear^}>ed>,VB,
rearguard,0.1,0.78,{^rear^}{^guard^},NN,
rearing,0.2,1.04,{^rear^}>ing>,VB|NN,
rearm,0.16,0.95,<re<{^arm^},VB,
rearmament,0.1,0.78,<re<{^arm^}>ament>,NN,
rearmed,0.08,0.7,<re<{^arm^}>ed>,VB|JJ,
rearmost,NULL,NULL,{^rear^}{^most^},JJ,
rearrange,1.73,1.95,<re<{<ar<^range^},VB,
rearranged,0.75,1.59,<re<{<ar<^range^}>ed>,VB|JJ,
rearrangement,0.06,0.6,<re<{<ar<^range^}>ment>,NN,
rearranging,0.65,1.53,<re<{<ar<^range^}>ing>,VB,
rearward,0.06,0.6,{^rear^}>ward>,JJ|RB,
reason,193.29,3.99,{^reason^},NN|VB,
reasonable,18.55,2.98,{^reason^}>able>,JJ,
reasonably,2.31,2.08,{^reason^}>able>>y>,RB,
reasoned,0.53,1.45,{^reason^}>ed>,VB|JJ,
reasoning,1.82,1.97,{^reason^}>ing>,NN|VB,
reasons,32.45,3.22,{^reason^}>s>,NN|VB,
reassemble,0.37,1.3,<re<{<as<^semble^},VB,
reassembled,0.12,0.85,<re<{<as<^semble^}>ed>,VB,
reassert,0.04,0.48,<re<{^assert^},VB,
reasserting,NULL,NULL,<re<{^assert^}>ing>,VB|NN,
reassign,0.53,1.45,<re<{^assign^},VB,
reassurance,0.59,1.49,<re<{<as<^sure^}>ance>,NN,
puke,6.25,2.51,{^puke^},NN|VB,
pull,146.45,3.87,{^pull^},VB|NN,
pullback,0.02,0.3,{^pull^}{^back^},NN,
pulled,48.78,3.4,{^pull^}>ed>,VB,
pulley,0.43,1.36,{^pulley^},NN,
pulleys,0.25,1.15,{^pulley^}>s>,NN,
pulling,27.14,3.14,{^pull^}>ing>,VB,
Pullman's,NULL,NULL,{^pullman^}>'s>,NULL,
pullout,0.12,0.85,{^pull^}{^out^},NN,
pullover,0.25,1.15,{^pull^}{^over^},NN,
pulls,7.92,2.61,{^pull^}>s>,VB|NN,
pulmonary,1.45,1.88,{^pulmon^>ary>},JJ,
pulp,1.82,1.97,{^pulp^},NN|VB,
pulpit,0.61,1.51,{^pulpit^},NN,
pulpits,0.02,0.3,{^pulpit^}>s>,NN,
pulpy,0.06,0.6,{^pulp^}>y>,JJ,
pulsar,0.55,1.46,{^puls^>ar>},NN,
pulsate,0.06,0.6,{^pulse^}>ate>,VB,
pulsating,0.43,1.36,{^pulse^}>ate>>ing>,VB|JJ|NN,
pulsation,0.06,0.6,{^pulse^}>ation>,NN,
pulsations,0.04,0.48,{^pulse^}>ate>>ion>>s>,NN,
pulse,23.53,3.08,{^pulse^},NN|VB,
pulsed,0.1,0.78,{^pulse^}>ed>,VB,
pulsing,0.47,1.4,{^pulse^}>ing>,VB,
pulverize,0.22,1.08,{^pulver^>ize>},VB,
pulverized,0.35,1.28,{^pulver^>ize>}>ed>,VB|JJ,
pulverizing,0.16,0.95,{^pulver^>ize>}>ing>,VB|NN,
puma,0.14,0.9,{^puma^},NN,
pumice,0.14,0.9,{^pumice^},NN,
pummeled,0.08,0.7,{^pummel^}>ed>,VB|JJ,
pump,12.65,2.81,{^pump^},NN|VB,
pumped,3.12,2.2,{^pump^}>ed>,VB,
pumpernickel,0.96,1.7,{^pumpernickel^},NN,
pumping,4.71,2.38,{^pump^}>ing>,VB,
pumpkin,10.84,2.74,{^pumpkin^},NN,
pumps,3.86,2.3,{^pump^}>s>,NN|VB,
pun,1.84,1.98,{^pun^},NN,
punch,29.69,3.18,{^punch^},NN|VB,
punched,5.53,2.45,{^punch^}>ed>,VB,
puncher,0.31,1.23,{^punch^}>er>,NN,
punches,3.16,2.21,{^punch^}>s>,NN|VB,
punching,4.06,2.32,{^punch^}>ing>,VB,
punchy,0.96,1.7,{^punch^}>y>,JJ,
punctual,1.12,1.76,{^punct^>ual>},JJ,
punctuality,0.65,1.53,{^punct^>ual>}>ity>,NN,
punctuate,0.06,0.6,{^punct^>uate>},VB,
punctuated,0.18,1,{^punct^>uate>}>ed>,VB,
punctuation,0.43,1.36,{^punct^>uate>}>ion>,NN,
puncture,1.88,1.99,{^punct^>ure>},NN|VB,
punctured,0.9,1.67,{^punct^>ure>}>ed>,JJ|VB,
puncturing,0.06,0.6,{^punct^>ure>}>ing>,VB|NN|JJ,
pundit,0.02,0.3,{^pundit^},NN,
pundits,0.12,0.85,{^pundit^}>s>,NN,
pungency,0.02,0.3,{^pung^>ency>},NN,
pungent,0.39,1.32,{^pung^>ent>},JJ,
pungently,NULL,NULL,{^pung^>ent>}>ly>,RB,
Punic,0.06,0.6,{^punic^},JJ,
punish,9.67,2.69,{^pun^>ish>},VB,
punishable,0.82,1.63,{^pun^>ish>}>able>,JJ,
punished,10.31,2.72,{^pun^>ish>}>ed>,VB,
punishes,0.35,1.28,{^pun^>ish>}>s>,VB,
punishing,2.92,2.18,{^pun^>ish>}>ing>,VB,
punishments,0.41,1.34,{^pun^>ish>}>ment>>s>,NN,
punitive,0.86,1.65,{^pun^>itive>},JJ,
punk,21.98,3.05,{^punk^},NN,
punishment,13.43,2.84,{^pun^>ish>}>ment>,NN,
punks,4.14,2.33,{^punk^}>s>,NN,
punster,0.02,0.3,{^pun^}>ster>,NN,
punt,0.73,1.58,{^punt^},NN|VB,
punted,0.08,0.7,{^punt^}>ed>,VB|JJ,
puny,1.45,1.88,{^puny^},JJ,
pup,3.22,2.22,{^pup^},NN|VB,
pupa,0.27,1.18,{^pup^>a>},NN,
pupal,0.12,0.85,{^pup^>a>}>al>,JJ,
pupate,0.06,0.6,{^pup^>ate>},VB,
pupated,NULL,NULL,{^pup^>ate>}>ed>,VB,
pupates,NULL,NULL,{^pup^>ate>}>s>,VB,
pupil,3.14,2.21,{^pupil^},NN,
pupils,3.61,2.27,{^pupil^}>s>,NN,
puppet,5.47,2.45,{^puppet^},NN,
puppeteer,1.24,1.81,{^puppet^}>eer>,NN,
puppets,1.88,1.99,{^puppet^}>s>,NN,
puppet's,NULL,NULL,{^puppet^}>'s>,encl,
puppies,5.45,2.45,{^pupp^>y>}>s>,NN,
puppy,11.45,2.77,{^pupp^>y>},NN,
puppyish,NULL,NULL,{^pupp^>y>}>ish>,JJ,
pups,0.9,1.67,{^pup^}>s>,NN|VB,
purchase,6.37,2.51,{^purchase^},VB|NN,
purchased,3.73,2.28,{^purchase^}>ed>,VB,
purchasers,NULL,NULL,{^purchase^}>er>>s>,NN,
purchaser's,NULL,NULL,{^purchase^}>er>>'s>,NULL,
purchases,1.06,1.74,{^purchase^}>s>,NN|VB,
purchasing,1,1.72,{^purchase^}>ing>,VB|NN,
pure,24.92,3.1,{^pure^},JJ|NN,
pureblood,0.1,0.78,{^pure^}{^blood^},NN,
purebred,0.35,1.28,{^pure^}{^bred^},JJ|NN,
puree,0.18,1,{^puree^},VB|NN,
purely,5.06,2.41,{^pure^}>ly>,RB,
purest,0.96,1.7,{^pure^}>est>,JJ,
purgation,0.02,0.3,{^purg^>at>ion>},NN,
purgative,0.06,0.6,{^purg^>at>ive>},JJ,
purgatory,1.12,1.76,{^purg^>at>ory>},NN,
purge,1.61,1.92,{^purge^},NN|VB,
purged,0.53,1.45,{^purge^}>ed>,VB,
purges,0.1,0.78,{^purge^}>s>,VB|NN,
purging,0.51,1.43,{^purge^}>ing>,VB|NN,
purified,0.82,1.63,{^pure^}>ify>>ed>,VB|JJ,
purify,0.61,1.51,{^pure^}>ify>,VB,
purification,0.49,1.42,{^pure^}>ify>>ation>,NN,
purifying,0.2,1.04,{^pure^}>ify>>ing>,VB|NN|JJ,
purism,NULL,NULL,{^pure^}>ism>,NN,
purist,0.22,1.08,{^pure^}>ist>,NN,
purists,0.04,0.48,{^pure^}>ist>>s>,NN,
puritan,0.31,1.23,{^pur^>ity>>an>},JJ|NN,
puritanical,0.25,1.15,{^pur^>ity>>an>}>ic>>al>,JJ,
puritans,0.31,1.23,{^pur^>ity>>an>}>s>,NN,
purity,2.37,2.09,{^pure^}>ity>,NN,
purple,12.33,2.8,{^purple^},JJ|NN,
purport,0.08,0.7,{<pur<^port^},VB,
purported,0.1,0.78,{<pur<^port^}>ed>,JJ|VB,
purportedly,0.06,0.6,{<pur<^port^}>ed>>ly>,RB,
purporting,0.04,0.48,{<pur<^port^}>ing>,VB,
purports,0.06,0.6,{<pur<^port^}>s>,VB,
purpose,35.08,3.25,{<pur<^pose^},NN,
purposed,0.02,0.3,{<pur<^pose^}>ed>,VB,
purposeful,0.18,1,{<pur<^pose^}>ful>,JJ,
purposefully,0.16,0.95,{<pur<^pose^}>ful>>ly>,RB,
pus,1,1.72,{^pus^},NN,
push,70.55,3.56,{^push^},VB|NN,
purposeless,0.04,0.48,{<pur<^pose^}>less>,JJ,
purposely,1.08,1.75,{<pur<^pose^}>ly>,RB,
purposes,5.14,2.42,{<pur<^pose^}>s>,NN,
purposive,NULL,NULL,{<pur<^pose^}>ive>,JJ,
purr,0.76,1.6,{^purr^},NN|VB,
purring,0.41,1.34,{^purr^}>ing>,VB,
purse,19.76,3,{^purse^},NN|VB,
pursed,0.04,0.48,{^purse^}>ed>,VB|JJ,
purses,0.96,1.7,{^purse^}>s>,NN|VB,
pursuance,NULL,NULL,{<pur<^sue^}>ance>,NN,
pursuant,0.43,1.36,{<pur<^sue^}>ant>,JJ,
pursue,6.41,2.52,{<pur<^sue^},VB,
pursued,2.14,2.04,{<pur<^sue^}>ed>,VB,
pursuer,0.18,1,{<pur<^sue^}>er>,NN,
pursuers,0.16,0.95,{<pur<^sue^}>er>>s>,NN,
pursues,0.18,1,{<pur<^sue^}>s>,VB,
pursuing,3.18,2.21,{<pur<^sue^}>ing>,VB|NN,
pursuit,7.04,2.56,{<pur<^sue^>it>},NN,
pursuits,0.47,1.4,{<pur<^sue^>it>}>s>,NN,
purveyor,0.2,1.04,{<pur<^vey^}>or>,NN,
purveyors,0.04,0.48,{<pur<^vey^}>or>>s>,NN,
pushcart,0.33,1.26,{^push^}{^cart^},NN,
pushed,20.49,3.02,{^push^}>ed>,VB,
pushers,0.71,1.57,{^push^}>er>>s>,NN,
pushes,2.73,2.15,{^push^}>s>,VB|NN,
pushing,19.18,2.99,{^push^}>ing>,VB|NN,
pushover,1.24,1.81,{^push^}{^over^},NN,
pushup,0.24,1.11,{^push^}{^up^},NULL,
pushy,2.37,2.09,{^push^}>y>,JJ,
puss,2.92,2.18,{^puss^},NN,
pussycat,4.78,2.39,{^puss^}>y>{^cat^},NN,
pussyfoot,0.14,0.9,{^puss^}>y>{^foot^},VB,
pustule,0.06,0.6,{^pustule^},NN,
put,828.45,4.63,{^put^},VB|NN,
putout,NULL,NULL,{^put^}{^out^},NULL,
putrefy,0.04,0.48,{^putr^>efy>},VB,
putrid,0.63,1.52,{^putr^>id>},JJ,
puts,24,3.09,{^put^}>s>,VB|NN,
putt,1.14,1.77,{^putt^},VB|NN,
putted,0.02,0.3,{^putt^}>ed>,VB,
putter,1.37,1.85,{^putt^}>er>,NN,
puttering,0.12,0.85,{^putt^}>er>>ing>,NULL,
putting,67.98,3.54,{^put^}>ing>,VB|NN,
putty,1.82,1.97,{^putty^},NN,
puzzle,7.33,2.57,{^puzzle^},NN|VB,
puzzled,1.37,1.85,{^puzzle^}>ed>,VB|JJ,
puzzlement,0.2,1.04,{^puzzle^}>ment>,NN,
puzzler,0.18,1,{^puzzle^}>er>,NN,
puzzles,2.43,2.1,{^puzzle^}>s>,NN|VB,
puzzling,0.67,1.54,{^puzzle^}>ing>,JJ|VB,
Pygmy,0.65,1.53,{^pygmy^},NN,
pyjamas,1.76,1.96,{^pyjama^}>s>,NN,
pyramid,4,2.31,{^pyramid^},NN,
pyramidal,0.1,0.78,{^pyramid^}>al>,JJ,
pyramids,1.88,1.99,{^pyramid^}>s>,NN,
pyre,0.29,1.2,{^pyre^},NN,
Pyrex,0.02,0.3,{^pyrex^},NN,
pyromania,0.02,0.3,{^pyro^>man>>ia>},NN,
pyromaniac,0.16,0.95,{^pyro^>man>>iac>},NN,
Pyrrhus,0.04,0.48,{^pyrrhus^},NULL,
Pythagoreans,NULL,NULL,{^pythagor^>ean>}>s>,NN,
python,1.55,1.9,{^python^},NN,
quack,4.63,2.37,{^quack^},NN|minor|VB,
quacked,0.06,0.6,{^quack^}>ed>,VB,
quackery,0.04,0.48,{^quack^}>ery>,NN,
quacks,0.37,1.3,{^quack^}>s>,NN|VB,
quad,1.55,1.9,{^quad^},NN,
quadrangle,0.16,0.95,{<quadr<^angle^},NN,
quadrant,2.8,2.16,{^quadr^>ant>},JJ|NN,
quadratic,0.1,0.78,{^quadr^>atic>},JJ,
quadrennial,NULL,NULL,{<quadr<^enn^>ial>},JJ|NN,
quadriceps,0.08,0.7,{<quadri<^ceps^},NN,
quadrillion,0.02,0.3,{^quadr^>illion>},minor,
quadruple,0.76,1.6,{^quadr^>uple>},VB,
quadrupled,0.08,0.7,{^quadr^>uple>}>ed>,VB,
quadruplet,0.02,0.3,{^quadr^>uple>}>et>,NN,
quadrilateral,NULL,NULL,<quadri<{^lateral^},JJ|NN,
quadruplicate,NULL,NULL,{<quadru<^plic^>ate>},NN,
quadrupling,0.02,0.3,{^quadr^>uple>}>ing>,VB|NN,
quagmire,2.43,2.1,{^quagmire^},NN,
quail,1.33,1.84,{^quail^},NN|VB,
quaint,2.18,2.05,{^quaint^},JJ,
quake,1.61,1.92,{^quake^},NN|VB,
Quaker,1.22,1.8,{^quak^>er<},NN,
Quakers,0.31,1.23,{^quak^>er>}>s>,NN,
quake's,NULL,NULL,{^quake^}>'s>,NULL,
quaking,0.27,1.18,{^quake^}>ing>,VB,
qualification,0.25,1.15,{^qual^>ify>}>ation>,NN,
qualifications,2.53,2.11,{^qual^>ify>}>ation>>s>,NN,
qualified,8.25,2.63,{^qual^>ify>}>ed>,VB,
qualifies,1.2,1.79,{^qual^>ify>}>s>,VB,
qualify,4.1,2.32,{^qual^>ify>},VB,
qualifying,0.69,1.56,{^qual^>ify>}>ing>,VB|NN,
qualitative,0.04,0.48,{^qual^>it>>ative>},JJ,
qualitatively,0.08,0.7,{^qual^>it>>ative>}>ly>,RB,
qualities,4.92,2.4,{^qual^>ity>}>s>,NN,
quality,18.57,2.98,{^qual^>ity>},NN|JJ,
qualm,0.04,0.48,{^qualm^},NN,
qualms,0.29,1.2,{^qualm^}>s>,NN,
quandary,0.41,1.34,{^quandary^},NN,
quantifiable,0.08,0.7,{^quant^>ify>}>able>,JJ,
quantify,0.25,1.15,{^quant^>ify>},VB,
quantities,0.9,1.67,{^quant^>ity>}>s>,NN,
quantity,1.86,1.98,{^quant^>ity>},NN,
quantitative,0.06,0.6,{^quant^>it>>ative>},JJ,
quantitatively,NULL,NULL,{^quant^>it>>ative>}>ly>,RB,
quantum,5.59,2.46,{^quant^>um>},NN,
quarantine,4.45,2.36,{^quarantine^},VB|NN,
quark,0.96,1.7,{^quark^},NN,
quarrel,5.61,2.46,{^quarrel^},NN|VB,
quarreled,0.69,1.56,{^quarrel^}>ed>,VB,
quarreling,0.75,1.59,{^quarrel^}>ing>,VB,
quarrels,0.69,1.56,{^quarrel^}>s>,NN|VB,
quarrelsome,0.16,0.95,{^quarrel^}>some>,JJ,
quarry,1.53,1.9,{^quarry^},NN,
quarrymen,0.02,0.3,{^quarry^}{^men^},NN,
quart,2.08,2.03,{^quart^},NN,
quarter,26.02,3.12,{^quart^>er>},NN|VB,
quarterback,4.76,2.39,{^quart^>er>}{^back^},NN,
quarterbacks,0.45,1.38,{^quart^>er>}{^back^}>s>,NN,
quarterfinal,0.14,0.9,{^quart^>er>}{^fin^>al>},NN,
queensberry,0.16,0.95,{^queen^}>s>{^berry^},NULL,
queer,5.8,2.47,{^queer^},JJ|NN,
queerer,0.04,0.48,{^queer^}>er>,JJ,
queerest,0.08,0.7,{^queer^}>est>,JJ,
quarterly,0.88,1.66,{^quart^>er>}>ly>,JJ|RB,
quarters,16.16,2.92,{^quart^>er>}>s>,NN|VB,
quarterstaff,0.06,0.6,{^quart^>er>}{^staff^},NN,
quartet,1.57,1.91,{<quart<^et^},NN,
quartermaster,0.9,1.67,{^quart^>er>}{^master^},NN,
quarts,1.06,1.74,{^quart^}>s>,NN,
quartz,0.53,1.45,{^quartz^},NN,
quasar,0.29,1.2,{^quasar^},NN,
quash,0.22,1.08,{^quash^},VB,
quashed,0.04,0.48,{^quash^}>ed>,VB,
Quasimodo,1.08,1.75,{^quasimodo^},NN,
Quasimodo's,NULL,NULL,{^quasimodo^}>'s>,NULL,
quatrain,0.04,0.48,{^quatr^>ain>},NN,
queasiness,0.02,0.3,{^queasy^}>ness>,NN,
queasy,1.14,1.77,{^queasy^},JJ,
Quebec,0.57,1.48,{^quebec^},NN,
Quebec's,NULL,NULL,{^quebec^}>'s>,encl,
queen,54.69,3.45,{^queen^},NN,
queenly,0.14,0.9,{^queen^}>ly>,JJ,
queens,9.73,2.7,{^queen^}>s>,NN,
queen's,NULL,NULL,{^queen^}>'s>,encl,
quell,0.33,1.26,{^quell^},VB,
quelling,0.02,0.3,{^quell^}>ing>,VB|NN,
quench,0.63,1.52,{^quench^},VB,
quenching,0.04,0.48,{^quench^}>ing>,VB|NN|JJ,
queried,0.08,0.7,{^query^}>ed>,VB,
queries,0.16,0.95,{^query^}>s>,NN|VB,
querulous,NULL,NULL,{^querulous^},JJ,
querulously,NULL,NULL,{^querulous^}>ly>,RB,
query,0.57,1.48,{^query^},NN|VB,
querying,0.02,0.3,{^query^}>ing>,VB,
quest,6.41,2.52,{^quest^},NN,
question,198.35,4.01,{^question^},NN|VB,
